Age,Weight,Temperature,Heart_Rate,Activity_Level,Eating_Habits,Hydration,Exercise_Hours,Pet_Type,Breed_Category,Vaccination_Status,Sick
11,23.00281911,38.17484105,89,3,1,1.245896214,2.834741351,Cat,Small,Not up-to-date,1
14,23.98101472,39.83119837,146,2,2,0.998892105,2.301816795,Dog,Medium,Not up-to-date,0
16,18.20962218,38.51288893,174,3,4,1.653325553,4.863798526,Dog,Large,Up-to-date,0
19,4.746876837,36.19997447,151,7,3,2.989250181,0.681844179,Cat,Large,Not up-to-date,1
2,35.94703221,39.95504855,115,8,2,2.671352791,0.803807824,Cat,Medium,Up-to-date,0
17,25.23437067,36.62746532,146,2,3,2.737410902,2.816235099,Cat,Small,Not up-to-date,1
9,6.397105384,38.87227641,95,9,2,2.576847099,2.025887755,Cat,Medium,Not up-to-date,0
17,21.41536191,38.13012016,101,4,4,1.179275318,2.403418448,Cat,Medium,Up-to-date,1
15,20.89566401,37.17744275,152,2,4,1.065811073,2.739372035,Cat,Large,Up-to-date,0
7,4.295271014,36.70924194,63,7,1,2.330276723,0.637350877,Cat,Small,Not up-to-date,0
19,25.06066874,36.71080946,143,2,4,1.997415075,1.350606371,Cat,Medium,Not up-to-date,0
3,32.71640316,39.43359872,64,7,2,1.015308811,2.685778813,Dog,Medium,Up-to-date,1
1,30.46230606,39.49165006,105,8,4,2.918346006,0.967770826,Cat,Small,Up-to-date,1
4,9.712837738,37.86058209,134,9,4,1.560529118,4.197948166,Dog,Large,Up-to-date,0
18,34.76711612,36.41448585,61,1,4,2.536062635,3.917439325,Dog,Large,Not up-to-date,0
8,15.0166023,39.53666042,164,2,3,0.68451612,2.840851046,Dog,Small,Up-to-date,0
19,37.96731838,37.94806594,113,2,3,0.587915698,2.474634664,Cat,Large,Up-to-date,0
6,4.726422641,37.75504969,167,7,4,1.639513786,4.647791615,Cat,Large,Up-to-date,0
1,20.47593016,37.6294281,147,6,2,0.798478321,3.761685941,Dog,Small,Not up-to-date,0
8,24.69072633,37.4600567,118,9,4,2.948159833,0.190644378,Cat,Small,Not up-to-date,1
1,11.41070374,38.10402161,92,3,2,2.530052138,1.116914231,Cat,Large,Not up-to-date,1
19,31.31244717,38.41816491,81,8,4,1.63518582,0.364910256,Cat,Large,Up-to-date,0
11,25.82203583,37.86572881,106,5,3,2.948788393,4.973423521,Cat,Medium,Not up-to-date,0
15,2.688158617,39.58659265,65,5,2,1.095684578,2.110954525,Dog,Large,Up-to-date,0
11,25.11800645,37.27064491,83,5,1,2.197438068,0.670982364,Dog,Medium,Up-to-date,0
19,20.67617291,38.31324743,152,8,3,0.543823602,1.790850421,Cat,Small,Up-to-date,0
10,9.449109665,37.19981568,108,7,3,1.430662608,4.899745131,Cat,Medium,Not up-to-date,0
12,39.83843263,39.0134001,155,7,4,0.698313588,0.715008462,Cat,Large,Not up-to-date,1
1,36.0921634,36.4084844,176,4,1,1.418434377,1.784717933,Dog,Medium,Up-to-date,0
7,13.11529241,36.75479599,170,6,2,1.45149583,1.379003862,Dog,Large,Not up-to-date,1
17,22.56069499,39.20480564,153,1,1,1.437926912,3.951084359,Dog,Large,Not up-to-date,0
10,14.02708132,36.73279038,169,6,4,1.536079162,0.127531535,Cat,Large,Up-to-date,0
6,31.46883856,38.50298538,110,5,3,2.042133354,4.733573422,Cat,Small,Not up-to-date,0
17,37.35259446,39.88097381,177,1,1,0.973565821,4.343483629,Cat,Medium,Up-to-date,0
18,15.63548706,38.09156246,100,1,2,1.085991336,1.821839419,Cat,Medium,Up-to-date,1
5,32.61220147,36.74958579,126,3,2,2.113577923,4.506262557,Dog,Medium,Not up-to-date,0
18,20.93948662,37.28276418,148,4,3,1.665593099,2.128669104,Dog,Medium,Not up-to-date,0
17,17.06998533,39.29383231,151,1,4,0.904798743,1.459611856,Dog,Large,Not up-to-date,1
16,37.66003038,37.40664365,138,7,3,2.46810983,2.035026237,Cat,Medium,Up-to-date,0
8,21.39537817,38.89404544,140,2,1,2.827203038,4.124992251,Cat,Medium,Not up-to-date,0
13,19.76159901,39.10940025,61,4,4,1.66333818,2.805651522,Cat,Small,Not up-to-date,1
16,27.55250727,38.00473139,150,9,2,2.035075011,1.086096645,Cat,Small,Up-to-date,0
11,11.92689964,39.13285354,159,8,4,2.538361273,0.348432195,Cat,Medium,Up-to-date,0
6,14.34212909,37.26761202,137,2,4,2.909380136,3.032785113,Dog,Small,Not up-to-date,0
3,37.41774178,38.06463859,102,9,1,2.922871702,4.092069093,Cat,Small,Not up-to-date,1
1,27.78413413,38.74623306,91,1,3,2.807093804,4.277566194,Dog,Small,Up-to-date,0
18,33.41221162,36.67229259,71,6,1,2.540027969,4.11463514,Dog,Large,Up-to-date,0
5,12.30224695,37.09448787,82,3,2,1.564445825,2.56716491,Dog,Small,Up-to-date,0
13,22.66402722,38.60814641,75,1,3,2.174106277,1.888586642,Cat,Small,Not up-to-date,1
10,38.91305815,38.62144048,103,8,4,2.408552276,4.877013175,Dog,Medium,Not up-to-date,0
5,14.11074816,37.97321059,61,6,1,0.72975492,4.612055031,Dog,Medium,Up-to-date,1
14,8.0981061,39.18234143,66,4,4,0.790911486,3.760142728,Dog,Large,Not up-to-date,1
17,21.41366831,37.92821961,80,3,1,2.263498752,2.15036136,Dog,Small,Not up-to-date,0
1,16.73720137,39.52528906,117,2,2,2.167285069,4.867329399,Dog,Medium,Up-to-date,0
2,8.063934846,38.94361372,154,5,2,2.509644277,1.86951524,Cat,Large,Up-to-date,0
7,35.76495254,37.25877945,82,8,1,0.961446984,3.422413854,Dog,Medium,Up-to-date,0
10,39.6475086,37.58101603,119,8,2,2.841699887,1.47154075,Dog,Medium,Up-to-date,0
7,23.60612287,38.67074674,84,3,4,1.095889882,4.178390896,Dog,Small,Not up-to-date,1
16,31.4377172,39.57781048,94,9,3,0.837749149,4.300668238,Dog,Medium,Up-to-date,1
5,34.64345804,36.71483493,158,5,1,1.310838151,2.545603442,Cat,Small,Up-to-date,1
12,28.63731623,38.05865415,104,7,4,2.521410021,2.810874505,Dog,Small,Up-to-date,1
17,3.677929866,36.47513769,66,9,1,0.570597285,4.742798264,Cat,Medium,Up-to-date,0
16,7.990100805,37.11782062,128,7,3,1.067077218,0.710598331,Dog,Large,Up-to-date,1
16,4.697589264,38.74392544,91,3,2,2.889002195,2.356928095,Dog,Medium,Up-to-date,0
19,2.375425052,36.31093854,112,2,3,0.542524373,2.642115248,Dog,Large,Not up-to-date,1
15,13.62786353,38.64943433,128,7,3,1.195644298,4.082214014,Cat,Medium,Not up-to-date,0
12,16.9095265,39.60324448,84,8,1,1.314430424,3.889088896,Cat,Small,Up-to-date,0
10,11.15912983,39.87748116,154,4,3,2.809778617,3.010343624,Cat,Large,Not up-to-date,0
2,4.454976627,36.8665288,143,1,2,2.628021374,0.777966714,Cat,Medium,Up-to-date,0
7,22.13479745,38.99559183,145,6,1,1.650221735,2.031021157,Cat,Medium,Up-to-date,0
13,12.38613416,39.70548179,161,9,2,1.29389216,0.45603316,Cat,Small,Not up-to-date,1
3,32.24941188,36.36547724,136,4,3,2.861069428,0.751759803,Cat,Medium,Not up-to-date,1
15,2.305999622,37.65609443,162,3,3,0.970751427,1.132535044,Cat,Small,Up-to-date,1
1,34.01602795,39.67763907,61,6,2,1.692052112,1.668299331,Cat,Large,Not up-to-date,0
3,38.2806398,36.81114999,145,6,1,1.546095799,2.200878698,Dog,Medium,Not up-to-date,0
10,29.2131324,39.73504274,120,4,3,2.838012142,3.603348978,Dog,Medium,Not up-to-date,0
15,29.87847448,38.10876828,68,7,4,2.389526242,0.11591111,Cat,Small,Not up-to-date,0
6,37.47536784,36.39957233,110,2,3,1.658441426,4.359886978,Cat,Small,Up-to-date,0
15,9.944708841,37.79950927,61,1,3,2.017632241,4.960402442,Dog,Medium,Not up-to-date,1
7,39.79349159,37.30504478,104,6,4,2.768804253,4.820578639,Dog,Large,Up-to-date,0
5,31.39228573,37.12881664,91,3,1,2.5780714,2.124875468,Dog,Small,Up-to-date,1
4,29.60968692,38.1659023,131,3,1,2.038633714,1.996802646,Cat,Large,Up-to-date,0
18,15.721442,37.93437076,139,1,3,2.788296211,2.611626238,Dog,Large,Not up-to-date,0
3,22.73954445,37.92786864,156,2,4,1.450717413,3.323028242,Cat,Large,Up-to-date,1
17,26.84887595,36.35256692,134,3,1,2.332951128,1.387961923,Dog,Small,Up-to-date,1
18,25.57302873,39.20927272,91,1,4,0.540287788,3.274684886,Dog,Small,Not up-to-date,0
18,28.78941626,37.92575726,67,8,4,1.957434439,1.54622017,Cat,Large,Up-to-date,1
2,5.130506085,39.28362331,155,6,4,0.842447268,3.303332449,Cat,Small,Not up-to-date,0
13,15.51464045,39.29837857,144,9,4,1.810751941,3.263465076,Dog,Medium,Up-to-date,0
15,18.49200063,37.2685413,148,1,2,1.116278284,0.004145458,Dog,Large,Up-to-date,1
5,11.90391332,36.01738522,79,4,3,1.451707605,4.356248878,Dog,Medium,Up-to-date,1
3,8.55983627,39.64498271,124,4,2,2.480411488,0.962744049,Cat,Small,Not up-to-date,0
5,7.279244237,39.04277877,80,5,4,0.646512029,4.963800154,Dog,Medium,Not up-to-date,0
5,15.92256891,36.42900783,66,2,1,1.843503613,2.750200378,Dog,Large,Up-to-date,1
5,20.75078462,38.80690814,148,1,1,0.862183966,1.932528541,Cat,Medium,Not up-to-date,1
3,4.393104726,36.08009307,68,9,2,1.933102683,0.45857035,Cat,Small,Not up-to-date,0
3,37.96540759,36.11103628,145,5,4,2.083982939,3.404917226,Dog,Medium,Up-to-date,1
18,31.07924627,38.10329296,61,8,4,0.955214844,1.798930854,Cat,Large,Not up-to-date,1
4,29.77236738,36.38414972,176,3,1,0.514916769,4.814880037,Dog,Medium,Not up-to-date,0
1,8.56869995,39.85734609,78,4,3,0.713633281,4.286362065,Cat,Small,Up-to-date,0
16,24.94442918,39.57532491,119,4,2,2.224032197,0.622063622,Cat,Small,Not up-to-date,0
8,22.12954798,38.59924812,129,6,2,1.450247067,2.288435314,Cat,Medium,Up-to-date,1
17,39.33381614,36.25483588,118,4,3,1.432237493,2.220544985,Dog,Large,Not up-to-date,0
8,30.41152726,37.29934103,128,5,4,2.229726111,3.54387713,Dog,Medium,Not up-to-date,1
7,23.87895158,37.48689199,104,5,1,1.742830995,1.364739391,Dog,Large,Not up-to-date,0
8,34.33088133,37.92351934,121,8,2,2.092713024,4.181111533,Dog,Medium,Not up-to-date,0
12,7.893582293,36.6756115,69,9,2,2.798322164,4.707261182,Dog,Small,Up-to-date,1
16,2.578228128,38.31004657,124,8,4,1.76716032,2.761698092,Cat,Large,Up-to-date,0
12,28.22886667,37.74308259,85,5,3,2.095087892,4.636260149,Cat,Large,Up-to-date,1
19,5.735835489,39.78918785,149,6,1,2.099283438,1.626802781,Cat,Large,Not up-to-date,0
10,6.386478319,39.74478092,119,4,4,1.836746261,1.58666381,Cat,Small,Not up-to-date,0
7,30.2978676,38.26189582,77,2,2,2.161083577,3.616716766,Cat,Small,Up-to-date,0
12,12.28032408,38.57739734,118,5,1,2.585863289,2.221817401,Dog,Small,Not up-to-date,0
5,25.88798619,36.55118587,80,1,4,2.519577854,1.380774329,Cat,Medium,Not up-to-date,0
16,36.86146319,36.89329296,105,1,2,0.643173902,1.548197596,Dog,Medium,Up-to-date,0
9,14.0260322,39.60286162,71,1,1,2.879468298,4.161818633,Dog,Medium,Not up-to-date,0
7,10.251478,38.79666369,161,4,4,2.618001941,3.234986924,Dog,Large,Not up-to-date,0
14,6.049389582,36.75772079,137,5,2,2.92650614,3.957322324,Cat,Large,Up-to-date,1
11,6.957569734,38.28084122,172,4,1,0.985198463,2.063875174,Dog,Large,Not up-to-date,0
7,4.364462424,39.739045,91,6,1,1.841020779,4.694098903,Dog,Large,Not up-to-date,0
10,5.330410396,37.38068442,98,2,2,1.599733923,4.453533039,Cat,Small,Up-to-date,1
9,18.41617437,36.7432815,158,5,1,1.442393655,0.178946064,Dog,Large,Not up-to-date,0
4,14.19287171,39.76810111,140,6,1,1.516289793,1.824706332,Cat,Medium,Not up-to-date,1
16,28.84931094,37.84506144,114,5,3,2.759051688,0.369610532,Dog,Medium,Up-to-date,0
10,35.06918301,37.66896799,114,6,3,2.246114802,1.189005353,Dog,Small,Not up-to-date,0
19,31.82138172,37.0702688,69,8,3,1.311874731,4.62842254,Dog,Large,Not up-to-date,0
17,22.16421575,39.56634118,94,2,4,1.447195798,4.479601396,Dog,Small,Not up-to-date,1
9,5.892800417,39.38246707,139,7,4,1.671303133,0.28048233,Cat,Small,Not up-to-date,0
13,28.97115679,37.6119616,65,6,3,1.417325003,0.178877162,Dog,Medium,Up-to-date,0
1,15.78749154,36.12245312,127,8,1,1.025183026,3.229466624,Cat,Small,Not up-to-date,0
2,5.254714969,37.78660572,121,9,2,1.588367547,1.179237429,Dog,Small,Up-to-date,1
13,34.01372347,36.72343207,175,8,4,0.698815843,0.011110696,Dog,Medium,Not up-to-date,0
9,14.85222765,36.57093628,68,5,2,2.636050916,4.164793564,Cat,Medium,Up-to-date,1
7,10.29345564,37.57237445,88,4,3,2.562174783,1.921393265,Cat,Large,Not up-to-date,0
16,35.11517846,36.39630775,130,3,2,2.72980217,2.085986357,Cat,Medium,Up-to-date,0
19,36.281087,39.82985803,139,9,2,1.614776363,0.546146649,Dog,Small,Not up-to-date,0
7,14.88089181,36.19015673,65,7,1,2.128073138,2.376217656,Dog,Medium,Not up-to-date,0
6,15.48245393,37.60547851,103,1,1,2.524983834,3.881081253,Dog,Small,Not up-to-date,0
18,24.02588405,36.65081081,123,3,2,1.287142662,1.49816423,Dog,Medium,Up-to-date,1
19,29.87077676,38.75524529,126,3,1,2.083461616,4.139359911,Dog,Large,Not up-to-date,0
11,4.399669672,36.3152458,103,6,3,1.595580572,3.251116483,Dog,Large,Not up-to-date,0
12,24.54705897,38.1872223,175,2,3,1.434276639,2.075523919,Cat,Small,Up-to-date,0
10,38.20716235,39.09240598,137,4,2,2.648683749,2.523225485,Cat,Large,Up-to-date,0
13,11.95956809,39.80023934,73,2,4,2.060195094,0.558844313,Cat,Small,Not up-to-date,0
12,36.53543414,38.79411025,68,5,2,2.058488795,4.469486047,Cat,Medium,Not up-to-date,1
10,38.10639695,36.39796703,159,4,4,0.892159456,4.469282384,Cat,Large,Not up-to-date,1
18,12.22783836,36.3540822,82,4,4,1.367295511,1.912257677,Cat,Medium,Not up-to-date,0
4,30.6596709,38.92639219,116,4,4,2.603145645,3.294768175,Dog,Medium,Up-to-date,1
5,11.07345032,36.86131762,175,4,3,1.033730344,3.82309086,Dog,Small,Up-to-date,0
5,30.02922415,37.78895723,116,5,2,2.926159076,4.128516705,Dog,Small,Up-to-date,1
12,32.30195891,39.90648441,74,2,4,2.579690543,3.623348503,Cat,Large,Up-to-date,0
3,11.39381674,39.27962719,123,6,2,1.169036401,2.505686007,Dog,Medium,Not up-to-date,0
8,29.20304266,39.38637343,66,1,1,0.770547422,3.489229614,Dog,Medium,Not up-to-date,0
2,32.85997248,39.44307962,79,2,1,0.923889223,4.737108533,Dog,Medium,Up-to-date,0
18,15.62599714,38.47818136,123,3,4,1.105505067,2.357165802,Dog,Large,Not up-to-date,1
9,8.372705488,38.9757357,78,2,3,1.094368172,0.408814023,Cat,Medium,Up-to-date,1
13,5.494653558,37.43584366,65,3,3,0.54069828,4.042938064,Cat,Medium,Up-to-date,1
7,23.86450474,39.99378491,110,8,4,2.288254048,3.606278185,Cat,Medium,Not up-to-date,0
10,39.16772853,37.11848868,98,3,3,2.942666888,1.484649456,Cat,Medium,Up-to-date,0
9,33.27211216,38.36002961,124,1,3,1.216085582,2.941243872,Dog,Large,Not up-to-date,0
15,18.56190628,37.12824671,130,8,4,0.540696983,0.364256541,Dog,Large,Up-to-date,0
5,22.39159431,36.4482842,158,8,3,2.795775269,2.395147647,Cat,Medium,Up-to-date,1
12,12.62205965,38.27034326,84,7,1,1.015499576,1.995172918,Dog,Medium,Up-to-date,0
1,8.19650296,37.41339468,161,4,2,0.517885297,1.253895096,Cat,Large,Not up-to-date,0
12,20.31908401,38.33287707,82,5,4,1.060306157,0.768767448,Dog,Large,Up-to-date,0
6,19.61305951,38.23471391,148,6,3,0.760039789,1.718579564,Dog,Large,Up-to-date,1
19,21.83333821,38.16902692,161,6,3,2.315117101,4.680626237,Cat,Small,Up-to-date,0
19,38.20657425,36.49320449,117,7,4,0.504103946,2.568493924,Dog,Large,Not up-to-date,0
16,24.94802141,37.7607231,70,4,1,1.603378775,1.005666423,Cat,Large,Not up-to-date,0
19,25.01932979,39.24801576,93,8,1,1.729880276,4.177148209,Cat,Large,Not up-to-date,1
3,6.864940989,37.26057398,90,2,1,2.460506787,1.347095498,Dog,Medium,Not up-to-date,1
10,39.86657691,37.77532602,97,9,1,1.805910971,4.013626026,Cat,Large,Not up-to-date,0
18,31.36810788,37.97532636,177,6,2,0.81184384,0.083421268,Cat,Medium,Not up-to-date,1
13,35.33372708,39.45092525,173,1,4,1.56620052,4.616873565,Dog,Medium,Not up-to-date,0
18,17.74341565,38.62239908,178,1,2,2.836477289,2.672609562,Cat,Medium,Up-to-date,0
3,21.08086764,36.40081014,105,8,1,1.092010772,3.816141319,Dog,Medium,Not up-to-date,0
3,21.83918475,39.46068394,71,7,1,1.248670821,1.57109692,Cat,Large,Up-to-date,1
12,9.375592493,39.3282639,68,3,4,2.683147035,4.230076707,Cat,Small,Up-to-date,0
7,28.20058794,39.01458392,72,8,3,2.464911934,3.458266067,Cat,Medium,Up-to-date,0
8,36.3131155,37.86423207,123,8,4,1.238791812,0.235545848,Dog,Large,Up-to-date,0
9,8.220821089,39.03018153,79,7,2,2.270932391,0.203098112,Cat,Large,Up-to-date,0
14,5.280094392,37.91496825,118,5,3,0.712788938,1.805169404,Dog,Small,Not up-to-date,1
5,30.05231841,38.94649414,144,8,1,1.857485056,0.259394112,Cat,Small,Not up-to-date,0
19,12.3816696,39.52044066,81,5,4,2.677439829,0.216509186,Cat,Medium,Up-to-date,0
16,25.70677658,39.56216634,124,1,3,2.606293326,1.88817408,Dog,Small,Not up-to-date,0
12,28.43881684,37.8183143,163,8,4,1.007113353,1.154133364,Dog,Small,Not up-to-date,0
4,14.23260902,39.43737072,119,7,1,1.832913614,1.754182443,Dog,Medium,Not up-to-date,0
8,32.9754947,36.40582952,100,7,2,1.496152517,2.017513732,Cat,Large,Up-to-date,0
7,22.89958132,36.40727767,140,2,3,1.902139019,0.428404534,Dog,Small,Not up-to-date,1
15,35.0219775,38.19306779,104,3,3,0.687682122,3.029715517,Cat,Small,Up-to-date,1
6,31.005155,38.60737847,63,3,3,2.95338911,1.739443868,Dog,Large,Up-to-date,0
5,35.00587402,36.6119751,129,6,2,1.908786097,3.803725181,Cat,Small,Not up-to-date,1
14,2.76613252,37.88872018,104,6,2,0.798224131,4.956169611,Cat,Medium,Not up-to-date,0
13,11.25323791,36.37745067,117,3,3,2.105671055,1.907663503,Cat,Large,Not up-to-date,0
10,5.420301737,38.40839794,172,5,3,0.519283724,3.709724615,Dog,Small,Up-to-date,1
18,18.79915465,39.42037615,142,9,3,0.516167681,1.476193589,Dog,Small,Up-to-date,0
4,35.81848462,38.9505559,153,7,1,0.947866422,4.056281561,Dog,Medium,Not up-to-date,1
8,19.76652997,37.51316621,82,9,4,1.177322061,3.415008732,Dog,Medium,Up-to-date,0
11,34.28909569,39.97517519,91,2,1,1.157901122,1.246075323,Cat,Large,Up-to-date,0
17,14.43277304,38.65173991,122,1,1,1.607929163,2.303195482,Dog,Medium,Not up-to-date,0
18,14.90366277,39.26099374,179,2,2,1.782986705,4.030770967,Cat,Small,Not up-to-date,0
11,36.03134575,38.67878955,152,6,3,1.55537942,3.547284773,Dog,Medium,Up-to-date,0
16,18.18105157,39.95766516,67,7,1,1.43472177,0.15813808,Dog,Small,Not up-to-date,1
12,32.01108854,39.28543907,144,8,3,2.175349686,0.007727114,Dog,Large,Not up-to-date,0
13,10.99245482,38.07769287,140,6,2,1.120842568,3.769283177,Dog,Medium,Not up-to-date,0
16,38.05443153,37.46751825,140,6,1,2.069516314,2.268257231,Dog,Medium,Up-to-date,1
1,23.83397337,38.72861932,179,3,3,2.89166885,2.557427981,Cat,Small,Up-to-date,0
16,30.85429561,38.36088724,144,9,2,1.679432986,4.823246563,Dog,Small,Not up-to-date,0
15,5.401596592,38.51740236,138,2,2,1.77799405,0.66107829,Dog,Large,Not up-to-date,1
6,20.72124058,37.37204707,150,5,1,2.320696799,0.161075647,Dog,Small,Up-to-date,0
12,36.23946291,37.71491368,84,3,2,1.768489476,0.94485623,Dog,Large,Up-to-date,1
8,35.3274679,38.2323863,92,1,4,0.859768765,3.562698959,Dog,Large,Not up-to-date,0
7,3.778930375,39.35713361,125,2,2,2.026758359,0.910833992,Cat,Large,Not up-to-date,1
2,13.54054183,39.05163567,175,6,1,1.771933661,2.643241318,Cat,Small,Up-to-date,0
12,18.84616025,36.47462348,165,1,3,2.87869138,4.278231765,Cat,Small,Not up-to-date,0
14,8.546062946,36.982217,75,2,4,0.732508604,4.201895799,Dog,Small,Up-to-date,1
16,29.73993582,36.1066309,114,5,2,1.841170853,1.051383645,Dog,Medium,Not up-to-date,1
11,9.011455833,36.03184227,95,1,3,2.04232733,4.485955886,Dog,Medium,Not up-to-date,0
9,15.17230839,36.89750188,131,4,3,2.049735614,4.969156849,Cat,Medium,Not up-to-date,1
10,27.2046642,39.19728379,139,5,3,0.649251806,4.870092143,Cat,Large,Up-to-date,0
17,20.31939509,39.61899063,66,5,1,1.319576798,4.455955498,Dog,Medium,Not up-to-date,0
12,30.06569947,37.56707346,128,5,2,1.156357464,0.315582739,Cat,Medium,Up-to-date,0
6,38.52590025,38.25279439,146,9,4,2.199967405,3.135902944,Dog,Medium,Not up-to-date,0
19,6.428774133,38.82421041,67,9,1,2.338530449,2.199808562,Cat,Medium,Not up-to-date,0
11,28.96357322,39.8117468,62,5,3,1.023173487,1.396485317,Dog,Large,Up-to-date,0
9,10.75307791,39.65172895,94,6,2,2.565200991,1.577586193,Dog,Large,Not up-to-date,0
6,17.75011564,36.22876921,173,8,3,1.712584645,4.715404914,Dog,Small,Up-to-date,0
16,3.24878358,36.99266337,95,7,4,1.15740207,4.760116302,Cat,Small,Not up-to-date,0
16,7.164480527,36.19657818,159,6,3,1.249382597,0.506304484,Dog,Large,Not up-to-date,0
6,14.15153698,38.46616968,138,4,1,1.158843161,1.018350582,Dog,Large,Up-to-date,0
5,14.9954606,38.84197327,89,3,1,2.01110448,4.589838074,Dog,Large,Not up-to-date,0
4,36.18423823,37.23313365,74,4,4,1.817664621,3.069624733,Dog,Small,Not up-to-date,0
2,30.18889055,39.41540763,152,3,4,2.846824902,3.531460241,Cat,Medium,Up-to-date,0
6,38.94295279,37.811251,127,8,2,1.184222533,1.737562669,Dog,Medium,Up-to-date,1
9,24.76471739,39.99352606,157,6,2,1.29794337,1.206515516,Cat,Large,Not up-to-date,0
17,11.18512182,36.00159877,146,6,3,0.516193349,2.227402898,Dog,Small,Up-to-date,0
14,14.45089114,36.43795883,117,1,3,1.245846722,1.703772211,Cat,Large,Up-to-date,0
7,14.15376509,37.20717297,158,5,4,1.127200079,4.722672098,Cat,Small,Not up-to-date,1
19,14.40678445,36.10203039,87,8,4,1.50498935,0.824578687,Dog,Medium,Up-to-date,1
1,27.57263858,39.12935783,154,2,4,1.73910143,4.958579111,Dog,Medium,Not up-to-date,1
15,22.17070127,36.21108715,101,3,3,2.17562799,4.532276343,Dog,Large,Up-to-date,1
18,16.64611877,38.99591853,156,9,1,0.979721286,2.855765832,Dog,Medium,Not up-to-date,0
3,7.665411212,36.21027384,77,4,4,1.891047116,1.712130218,Cat,Large,Up-to-date,0
18,2.841288192,37.01090906,64,5,4,2.321607163,3.618221367,Cat,Small,Up-to-date,0
2,10.31571775,39.36510726,68,7,2,1.102955276,2.403322386,Cat,Large,Up-to-date,0
10,6.083913351,39.80438118,143,5,1,1.378028994,1.874678975,Dog,Small,Up-to-date,0
11,31.84691117,37.65810537,161,2,1,1.012796544,1.662615844,Dog,Large,Not up-to-date,0
3,6.274922397,39.87975586,174,7,3,0.77758016,0.400877064,Cat,Large,Up-to-date,0
7,29.52067302,38.5075237,68,6,4,2.390510161,2.173402475,Cat,Small,Not up-to-date,0
8,16.65503021,37.66334049,77,9,3,1.100158997,1.239195289,Dog,Medium,Not up-to-date,1
19,4.78837881,39.21120538,115,2,3,1.418921724,0.097417146,Cat,Small,Not up-to-date,0
18,32.88374188,37.18131408,74,2,1,1.119217121,1.166511406,Cat,Large,Not up-to-date,0
13,24.02596167,37.06318505,138,8,3,0.60956167,1.173830918,Cat,Medium,Up-to-date,0
13,10.95893749,38.62619071,137,1,4,2.322475798,1.51113035,Dog,Small,Up-to-date,0
19,35.99788462,37.56194945,121,8,1,2.108324855,4.726788283,Cat,Small,Up-to-date,1
12,3.719815927,36.54367211,94,5,1,1.690315231,4.498246653,Cat,Medium,Not up-to-date,1
17,9.669145112,36.26785694,99,1,4,2.185839778,0.160083487,Dog,Medium,Up-to-date,0
12,30.57778326,39.1513703,110,1,1,2.616249741,1.190910458,Cat,Small,Up-to-date,1
13,28.95636135,38.70364293,166,6,2,2.046156228,2.211289818,Dog,Small,Up-to-date,0
12,12.99232436,37.6471929,119,2,4,2.766963063,1.388909219,Cat,Large,Up-to-date,0
19,4.356945263,39.58491054,159,2,1,1.003737985,1.976211508,Cat,Small,Up-to-date,0
14,34.60696674,37.64342701,170,1,3,2.70839405,4.153089535,Cat,Medium,Not up-to-date,0
7,13.92051025,38.84118189,115,1,3,1.853837056,2.846406298,Dog,Small,Not up-to-date,0
13,9.437109767,39.6364611,165,4,4,2.604064351,2.096502826,Cat,Medium,Not up-to-date,0
6,21.61034925,39.36286183,143,5,4,2.359523852,2.429215016,Dog,Large,Not up-to-date,0
19,36.58863357,38.04441911,134,4,4,0.644099653,1.373563636,Cat,Medium,Up-to-date,0
19,3.654769958,38.72254557,100,6,2,2.594489407,1.050031785,Dog,Medium,Up-to-date,1
4,31.10055535,37.65466311,113,8,3,1.343221202,1.061927701,Dog,Medium,Not up-to-date,0
19,23.75398266,38.58878869,76,2,3,1.557838123,3.99306035,Cat,Small,Up-to-date,0
9,18.16706643,37.03020975,164,1,4,0.527686341,0.967246017,Dog,Small,Not up-to-date,1
16,30.27505688,37.73896846,84,2,3,2.396803819,4.555836385,Dog,Small,Up-to-date,1
4,38.70132813,36.83818295,152,6,2,1.667393276,2.246764312,Dog,Medium,Not up-to-date,1
6,10.70983602,36.15273981,146,4,1,2.849045777,2.667347988,Dog,Small,Not up-to-date,0
8,7.458599873,38.3541594,68,7,2,1.202494866,3.054873315,Dog,Small,Up-to-date,0
16,36.68950632,39.45771738,115,2,4,1.740179447,1.531232319,Cat,Medium,Not up-to-date,0
5,27.42021694,36.1023131,148,1,2,1.527837093,4.477808398,Cat,Medium,Up-to-date,1
10,18.64346882,36.78411896,164,5,3,2.480275029,3.04160885,Dog,Small,Up-to-date,0
13,23.78386367,37.84074024,82,9,3,1.839108848,4.497512078,Dog,Small,Not up-to-date,1
14,30.3333284,38.66358727,177,6,2,1.649694829,2.537504012,Cat,Small,Not up-to-date,1
7,31.37521215,36.68491677,61,6,4,2.867049385,0.194834545,Cat,Large,Not up-to-date,1
6,36.95597887,36.22677932,104,1,4,1.444858291,0.155738015,Dog,Small,Up-to-date,0
7,18.22002598,38.07619487,178,1,1,1.725047516,1.538458611,Dog,Medium,Not up-to-date,0
5,13.14961458,39.27483885,124,4,2,1.885352095,4.236632567,Cat,Small,Not up-to-date,0
18,26.30724214,36.14093964,97,2,1,0.634662121,1.332228782,Dog,Large,Not up-to-date,0
